localId,TalkerId,Type,SubType,IsSender,CreateTime,Status,StrContent,StrTime,Remark,NickName,Sender
595081,1,49,33,1,1727329214,,,2024/9/26 13:40,Zilu🌃,Zilu🌃,wxid_1yxp5vgyvqy711
596086,1,3,0,1,1727335054,,"<?xml version=""1.0""?>
<msg>
	<img aeskey=""52fb219c9c1ceb92c51de6c67034daea"" encryver=""1"" cdnthumbaeskey=""52fb219c9c1ceb92c51de6c67034daea"" cdnthumburl=""3057020100044b304902010002049b72459c02032f4f5602041d7ac2dc020466f50a8e042461663333613362372d316561662d343135352d383038652d343964393063643430653638020405190a020201000405004c4f8e00"" cdnthumblength=""3413"" cdnthumbheight=""77"" cdnthumbwidth=""120"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnmidimgurl=""3057020100044b304902010002049b72459c02032f4f5602041d7ac2dc020466f50a8e042461663333613362372d316561662d343135352d383038652d343964393063643430653638020405190a020201000405004c4f8e00"" length=""30349"" md5=""eb7ee5207cf84a44dfd2a526155746ee"" hevc_mid_size=""30349"" />
	<platform_signature />
	<imgdatahash />
	<ImgSourceInfo>
		<ImgSourceUrl />
		<BizType>0</BizType>
	</ImgSourceInfo>
</msg>
",2024/9/26 15:17,Zilu🌃,Zilu🌃,wxid_1yxp5vgyvqy711
596087,1,1,0,1,1727335098,,"Many of Weiner's language works carry idiomatic connotations. For example, the piece "" Illuminated by the Lights of Two Ships Passing in the Night "" derives from the English phrase ""ships passing in the night,"" which conveys the idea of people who meet briefly and intensely to never see each other again after. However, when this phrase is displayed in the great hall, the saying transforms into a physical form that visitors perceive according to scale and presentation. For native English speakers, encountering this phrase in everyday contexts typically evokes its idiomatic meaning, but Weiner's presentation prompts a shift, leading one to vividly imagine the literal scene of two ships meeting.
The exploration of relationships between things is a central theme of this exhibition in UCCA. Many works in the exhibition address the relationships between distinct entities —things that are set apart, things that connect, and things that connect while remaining distinct. This theme may also resonate with today's geopolitical environment as well as reflect Weiner's belief that ""art is the relationship of human beings to objects and objects to objects in relation to human beings.""",2024/9/26 15:18,Zilu🌃,Zilu🌃,wxid_1yxp5vgyvqy711
596144,1,1,0,1,1727335836,,"Lawrence Weiner's practice has always been multilingual. His works exhibited globally, often in English alongside translations into local languages. The issue of translatability is central to his work, which is why we've placed A TRANSLATION FROM ONE LANGUAGE TO ANOTHER prominently in the Great Hall, to highlight the importance of this theme when approaching his works. Weiner treats language as a sculpting material, and many of his language pieces refer to specific materials and circumstances that leave little room for misinterpretation. This approach lends his work a sense of translatability, often necessitating literal translations. However, Weiner's language works often resemble unfinished sentences or actions suspended in time, and he frequently engages with idiomatic phrases and self-referential looping, leaving room for openness and ambiguity in their translation.
Translating Weiner's work is a continual challenge - finding the right balance between preserving the original, literal meaning and capturing the idiomatic nuances that transcend the words themselves. This exhibition at UCCA, this exhibition marks the first time a large body of Weiner's work has been translated into Chinese. While perfect translations are impossible, these efforts invite discussion among the ""receivers"" of his work, whom Weiner had always held in the highest regard.",2024/9/26 15:30,Zilu🌃,Zilu🌃,wxid_1yxp5vgyvqy711
596904,1,1,0,1,1727343684,,"hudsonmrsantos@outlook.com----ASD123123 
多人共享号，每个人大概30积分左右，请合理使用积分",2024/9/26 17:41,Zilu🌃,Zilu🌃,wxid_1yxp5vgyvqy711
603058,1,1,0,1,1727754747,,https://www.bilibili.com/video/BV1Kh411N79E/?spm_id_from=333.788.recommend_more_video.2&vd_source=b0909c7ec11536a44bad8db13da799d0,2024/10/1 11:52,Zilu🌃,Zilu🌃,wxid_1yxp5vgyvqy711
603062,1,1,0,1,1727754860,,"  Hello喽，Hello喽，哈喽哈喽，大家把号码点亮吧，往左边点亮自己的号码牌，大家确认好自己的身份，天黑请闭眼，狼人请睁眼，狼人请确认同伴。
  白花就是一家狼人，请杀人，我看到的时候就是这个狼人，请闭眼，天亮了，上警的玩家请把灯牌倒置。
  上警是指第一天白天举手参与竞选警长的争警徽的行为。预言家可以通过在上警环节的发言争抢警徽。如果真预言家不上警发言，就容易出现这种情况，预言家请睁言，请验人上演局长呢，请举手看有问言报我下带走12号预言家选验人报预言家选验人，7号玩家倒牌没有遗言。
  这种情况预言家无法发挥作用，帮助非狼人阵营的玩家取得优势。跳你的玩家请把灯牌倒置，有9号玩家先发言，我是一个好人，但是我现在跳预言家肯定也没有人信，对吧？
  10号玩家，为什么我发言的时候你眼神飘忽，我在我在，我在帮你分析，你在帮我分析啊，我我发言的时候你眼神飘忽都不飘忽，我也不知道你在想什么，然后我觉得2号玩家这个牌你拿狼了，感觉我感觉2号玩家是狼，我是预言家，9号是我的查杀，他一上来讲了一句话，我就觉得，哎，我查他是对的，就是会讲了一句模棱两可的什么啊，我现在跳预言家就是我，我不知道你讲这个话是什么意思，OK, 好，我先过了2号牌，做不成一张很正向的预言家吗？
  发言很不像他那种搞笑的那种，好像很拘谨，就是有一点怪，好像是被谁点中了，你没有说2号，我就，诶，那你点了他一下9号这张牌，你这把是有点不知道自己的第一个发言，所以不知道该跳还是不跳，他们两个的状态很像，都像是想要打补位狼，但没补上，就他们的头狼是谁没选出来，预言家不在他们当中，我也不是预言家，但我是铁好人民警抿上身份，所以9号和2号在我这儿都是悍跳狼，上来想要炸这个白狼王，自保哦，想要炸这个真的预言家，这两个人当中要开一个白狼王，直接有预言家真跳了，接警上带走这个白狼王甚至死警徽的好吧过没人跳预言家嘛，因为我觉得2号做不起一张预言家是9号点了他的。
  而且9号的眼神是比较坚定的，我觉得他是不是预言家，因为我不清楚啊，而且我觉得12号底牌是张好人牌，我觉得9号应该是张预言家，他点对了，为什么他不敢跳呢？因为他想好人滴滴带跳，然后去查杀这张2号牌，我觉得9号是张预言家。
  由于该模式中存在白狼王身份玩家，此身份玩家可以在白天自爆身份，直接淘汰一名玩家，所以有时候预言家身份的玩家会暗示自己已经认定的非狼人阵营的玩家起跳预言家身份，以此扰乱狼人阵营视野啊，我跳预言家，我才是真正的预言家，自爆白狼王带掉12号预言家请留言，我平民啊，帮预言家挡了一刀，我肯定要挡了一刀啊，我觉得9号应该是张预言家，他点对了，为什么他不敢跳呢？因为他想好人滴滴带跳，然后去查杀这张2号牌，我觉得9号是张预言家，你们懂我这个意思吗？其他没什么啊，我想拿警徽啊，我想给这张2号牌，因为我想帮9号第一代跳好的321请投票。
  1号投给9号，3号投给8号，5号投给4号，三人同票再次PK，如果9号跳预言家，我就退水了，因为我觉得9号是预言家，我是预言家。
  我验的二环全是一个狼啊，然后我自己看的3是好人，然后我在想后面有没有好人去跳一下，我警上发言就是这个意思，然后你们都不跳，然后那我只能跳了，然后我觉得2号4号是两个狼，4号就算2号玩家跟我刚在警上，4号玩家你你你退水的话，我也会打你们是两个狼，因为4号玩家视角里面，你不可能认为2跟9是两个狼，双狼别说了，太露怯了。
  你明他就差差跟他说了，你放心跳，我保你这这个话都递成这样了，你凭什么站边？这张9号你开眼了吗？这张9号是预言家，我就相信这张9号是预言家，你看到他牌了，拿起来看了太牛，直接在警上直接两狼做榜哦，还敢把我这张铁好人定神牌打成一张，跟2号这张狼坑打进一起，我是第一个跳起来，真的说2号状态不对吗？8号拿什么打我？他在吃东西比较轻松嘛，他说我觉得他像好人，要打就把我打死，铁好人我看你打得动吗？这把全票给我出他我觉得全票号票我一定要拿这张警徽过好。现在警上是4号和9号玩家，其余玩家都可以投票，来，三二一请投票好，4号玩家当选警长，昨天晚上11号玩家倒牌，警察选择发言是9号，反正我投的话。
  你会投2号玩家，因为2号玩家是警上给我丢查杀的，我认为他是肯定跟我悍跳的一张牌，然后他也是我验的查杀嘛，你们可以认为我不是预言家没有关系，但是我们告诉你2号玩家是狼，所以我会投2号，其他没有过了我直接跳出来，12是张金水，我是预言家，四八九十二四张好人牌，我直接牌就是排掉了，因为9号是帮我第一带跳的，我底牌是张预言家，我验的12是张金水牌，因为这个位置你吃到警徽了，那你去吸对吧，你去C，所以说我觉得，嗯，他的狼坑应该是二六十，这个位置你可以去参考一下，我底牌是张预言家，12是张金水牌，大不了白狼王爆我，不然守卫晚上进晚守我就可以了，嗯，过了，我真的觉得这个景上太精彩了，你们三个在这三个狼，你在这里跟我对咬，本来是这两个人你在说什么，没有发现，本来这两个人对咬，然后他咬这两个人，最后8号拉着4号，你们三个人就在这里给我装做作，还拉状态，状态拉的那么满，我先说9号，9号讲了。
  的一句说4号在警上跟6号说了一句，我跟你想的一模一样，是不可能这么说的，就是就是他们两个不可能就是这么讲，但是9号和8号我觉得你们警上讲的话一模一样啊，就是我是一个预言家，我要滴滴在跳，他说对，我也是这么想，你们两个不是讲的一模一样吗？你们两个狼绑的这么这么死，然后有两个高配置在这里跟我玩这个，你说我在跳，然后我懂你的意思，我就是带跳，你最后说不，我才是演，就他跳，我在跳谈恋爱呢，在这，然后大大起来跟我状态拉满，我觉得我有个大胆的猜想，我觉得你们三个就是三匹狼啊，我对他是有绑架的呀，行，我绝对带走我吧，我还是白狼王，三狼坐实，天黑请闭眼，狼人请睁眼，狼人请杀人。
  天亮了，昨天晚上1号玩家倒牌，没有遗言，这张选择大家，2号家刚刚说8号是狼，然后白狼把他爆了，真没有火，判断有失误吗？对吧？刚刚我以为自己要carry一把了，状态拉得很高，我这把我没办法，我平民，我只能跟4号低头，对不起，有话好好说，但我的确说的。
  因为他这个把他一抱，我有点懵了，我以为他们我不知道过了吧，对不起，我全场唯一真平民了，所以我一直就抓着这个2号。
  我说他想听听他发言，好，然后我想听一下后面9号的发言，好想好想狂抬2号，不知道为什么，我想听一下2号发言啊，说实话我觉得3不是狼，这位狼坑位，剩下的位置就是2号10号，呃，我我认为在目前我听到所有的发言里面，2号其实是比较尴尬的嘛，因为毕竟对吧。
  我上来就说了，我不是预言家对吧？我说我是张定神牌。
  预言家是谁？到现在都不发言，那么我只能认8号是一张真预出的那8号，他说他摸了这张12，对吧？12号是张定好人，10号一直强调自己是平民牌，3号强调自己是平民牌，2号也强调自己是平民牌，已知平民牌一共就4张，如果7号也是平民牌，那我是什么牌？只能是神牌，5号是铁狼牌，那还有个狼坑在哪里呢？所以场上一定在他们报名的当中有一张铁狼牌，这张2号，这张3号，这张10号。
  出这张10号牌，好，警长归票10号其余玩家可以投票，准备321请投票。
  2号、3号、12号弃票，9号投给4号，其余玩家投给10号，10号玩家出局，天黑请闭眼，狼人请睁眼，狼人请杀人。
  狼人请闭眼，天，这样吧，昨天晚上6号玩家倒牌可以发动技能啊，那我真的让我带啊，抿一下面相吧，那就我感觉我这一票很关键，感觉好紧张，跟着我的心走，我就带7号，真的我带7号狼快赢了，毁灭吧，游戏结束，狼人阵营获胜。
  太精彩了，你们三个在这三个狼在这里跟我对样，三狼坐12号牌做不成一张很真相的预言家，9号和2号在我这儿都是暗跳的，我直接跳出来，我是预言家，我报带走吧，跟着我的性格，我就带7号，所有狼人投次九，让七四，然后就有一个狼坐，这别搞了，你肯定是狼。
",2024/10/1 11:54,Zilu🌃,Zilu🌃,wxid_1yxp5vgyvqy711
603067,1,1,0,1,1727754935,,https://www.bilibili.com/video/BV1mG4y1z761/?spm_id_from=333.337.search-card.all.click&vd_source=b0909c7ec11536a44bad8db13da799d0,2024/10/1 11:55,Zilu🌃,Zilu🌃,wxid_1yxp5vgyvqy711
603068,1,1,0,1,1727755077,,"  今天还玩的狼人杀，游戏规则非常简单，狼人，他每天晚上可以杀一个人，被杀了之后女巫可以选择救不救他哦，救了预言家每天可以查一个人哦，他是狼，你怎么说我才是预言家，他是狼，请大家投票，但是他是猎人，他死了可以开枪，OK, 游戏就是这么简单，可能你们看不懂，反正直接开始了，感谢大家今天非常捧场，过来一起玩这个很菜很菜的狼人杀，当娱乐看，别骂我，但是抽利的君他死局不确确实。
  逐个介绍一下嘉宾小龙大家好，我是辛小彤1号欢迎欢迎欢迎欢欢迎妥2号大家好，我是亿晚春的妥妥二位，我是2号刀践，所以大家好，我是3号，我是被忽悠过来的，说大家都是很菜的，要骂的话记得骂李文君哦，他叫4号5号老，我是5号老啊，你自己不说吗？6号花少白，我是老番茄的植物朋友花少北我7号六道轮回哎，8号很久没玩了，虐一虐虐虐虐虐，天黑请闭眼狼人请睁眼狼人相互确认身份。
  狼人，今天晚上你们要杀谁？怎么这么久啊？那干嘛呢？女巫，请睁眼，昨天晚上她死了，你有一瓶解药，你要用吗？你有一瓶毒药，你要用吗？
  要赌谁？预言家请睁眼，你要验谁的身份？预言家请闭眼，猎人真睁闭眼，天亮了，昨天晚上是个平安夜，哎呀，都是哎，怎么照顾的熟人都很照顾我，昨天晚上为什么没叫我起来？就很奇怪，从1号玩家开始发言，作为一号压力很大，不知道该说什么，反正我是个好人啊，大家别别猜我昨天晚上忘记睁眼了。好啊，都没有什么内容，那我就来点内容，我是预言家，我第一晚验的是8号，因为上来他就说自己是睾丸，我准备把两个睾丸全验了，下一晚我就验4号，8号是这个手势，如果两个睾丸都是狼，那我们没得玩了，对吧？强啊，就是周淑怡这波发言我觉得没有什么问题，唯一的问题就是他。
  那个风离的嘴很近，他说了贼大声，我怕，但我妈也知道，下一碗我就验他，两个睾丸横竖都得给验明白，切哥动了一下，感觉很紧张，你看明白吧，昨天晚上杀人，今天手有点松啊，算把妈一点钱哥吧，第人给谁的谁哥首先我是一匹人啊，我好人是1，我是一匹好人啊，然后没有什么信息，然后周姐说了验这个阿one看看吧，后面如果说这个没有人再跳的话，那周姐说啥就是啥，如果说后面有人的话，就再听一听，我说一下啊，首先呢，我是有身份的啊。周姐说验了一下阿妈粽是好人，然后我是女巫，我昨天救的是阿妈总，所以，所以他确实是好人的哦，但是没那么大仇啊，但是有远不可，你想一下，谁会刀你手刀刀你，你知道吧，你后面可以考虑一下。
  我是，我是老王丽媛就是老班车，你老，不错的，绝对的你老。但是还有一个可能就是周姐是狼，所以他把他刀了，他知道他是好人啊，狼是知道所有好人的呀。
  他自己有点自在，他这两个人说的没貌人命对，你说自己不都是好人吗？对呀，对吧，还有第三者林中立人吗？所以我说他假装预言家没毛病，没毛病，我脸都红了，说是行行行，然后我的发言就到这了，我感觉我这个发言非常有用啊，很聪明，确实啊，下一个确实确实我是一个普通的人，然后这里跳了预言家了，他只要没有预言家，那就跟周杰走了呀，现在对呀，就完了。
  我我跟你讲这我直接点了啊三三头狼点了啊啊新小毛丽元添家老番茄，为什么首先什么首先哎BGM给一下啊，不是你听我说为什么啊，首先他第一局刀我，我明明一开始说无敌是因为我拿到一个很好的身份，不管我是真的还是假的，他如果是考虑到节目效果的话，你应该把我留一留哦，你有节目效果，如果对不一定有节目，但是我有这个身份啊，对吧，然后所以说能大胆的就决定刀我的人，肯定是老番节的这个黄帝媛，因为大家知道输，所以说他们不怕，因为排除以后周杰肯定是跑的呀，然后妥妥也没有什么太大的问题，所以前置位你也没法说什么，后面说看嘛，对对对，就就随便先带一个嘛，花200肯定好的好的不行了，6道你也没说啥，这轮我反正我8号位出。
  出了还钱哇，你敢出，哥，我出了，好，发言结束，开始投票，321。
  我，我投我投姐有没有投3号的，我就是我纠结得没事，现5号玩家两五号玩家淘汰没我为什么弃票啊，我这一轮跟我唯一打的就是阿玛这猛，他拿我，我不知道他为什么拿我，但是只有一个预言家跳了，所以说他肯定是好人，所以说我也不可能投他，所以说我这一轮没有任何有用的心完了我就直接走了，完了背锅了，完了完了好，完了锅完了大家再见，我是反正第一局把茄子干了，大锅，我跟你说，我先说一下，我这是听了阿妈重的话，就是他很加有总有人在穿隐，我没办法，因为他你非得说那也不行是吧，真男人，天黑请闭眼，狼人请睁眼，今天晚上你们要杀谁？
  狼人请闭眼，女巫请睁眼。
  今天晚上他死了，你有一瓶解药，你要用吗？你有一瓶毒药，你要用吗？
  女巫，请闭眼。
  预言家请睁眼，你要验谁的身份？预言家请闭眼，天亮昨天晚上6号玩家被淘汰，没有遗言你，你不是你不是你不是你不是你不是你不是你不女巫吗？对啊，那你为什么你不是一直手软不带人走啊？毒死一个带走一直你没你心慈手软呢？他是不是有话讲不出来，现在你懒得去拍？
  死者左手边7号玩家开始发言啊，不知道发生了啥，但我看上轮投票的时候，绿元军投了个周警，那不知道是什么原因来，就感觉有点问题，那没了，好，现在你不说了是吧？BGM取一下，解释一下，1号2号，7号，你们三个人听我发言，好吧，我才是真正的预言家，你，你才是真，我是真正的预言家好，第一轮我验的是发哨本，6号他跟我说是好人铁好人，没问题，我这一轮验的是4号，我先说我是一轮查杀，我是黄金预言狼。
  因为如果真一轮终也是真预言家的话，狼人肯定把他刀掉了呀，这轮他没死，那肯定狼人为什么不刀呢？然后你再结合上一轮狼言投票，故意投了个3号，因为换局是已经很广了，如果是这个逻辑的话，你的帮出我，我们一夜出演，我一夜出人还是最好的收来一下，大家一个一个来4对吧，要你还要对话秒要对我二二的吗？这一轮周姐没死他是假的，因为狼人没刀掉他，然后黄丽媛我一查杀4号这一下两两匹狼就出来了，这个局势就很明显了啊，剩下一匹狼我不知道是谁啊，我看辛晓萌你的状态很好，你应该是个好人，就是2，要么是234年连狼，要么然是三四五连狼，清楚的不得打死不我现在以后，我现在一脸懵逼，但是我发现这个狼可能两匹狼不是很熟啊，他们每一次刀人的时间都特别的久，我估计是一个女的，一个男的，然后其他的信息我还很困惑啊，但是我是好人啊。我一开始想的是我觉得真。
  而且这个预言家跳的有点早了，而且女巫的药已经用掉了，如果是真预言家，他应该会想自己到底能不能活到第二天。呃，我听阿妈粽的发言，他确实像一个真预言家，就是会先隐藏自己，然后等查到信息之后再爆出来，那我肯定是铁好人。对，就这样，昨天晚上我查了丽元君是这个，哎，骗你们呢，我就是个渔民，我上来先挡刀的。
  我第一轮跳出来，我想把预言家身份跳掉之后挡刀就完事儿了，知道吗？女菩萨帮你挡刀呢，你既然跳出来，那身份给你，昨天晚上我验不了，我也看不了人，平民没有任何身份，晚上也睁不了眼，为什么给你发金水，其实是瞎给的，瞎给没有任何信息啊，但是说句实话，那预言家真的都跳出来了，那我们直接把4号送走吧，出大问题问大问题问题了，如果你们信了8号是预言家，就出他问题了啊，他是言家，我是预言家来了，这样子我已经查了两晚了，我第一晚查的妥妥，然后他是好人嘛，因为你跳了预言家，第一晚你跳了，所以我不查你，你必狼，然后你现在脱衣服，我不知道你什么意思，然后大号他实锤就是狼队友要突然打张预言家了。
  我第二碗查的是6道，六道也是好吃可以，你是预言家杀就好了，有皮又牛皮家杀杀。所以现在情况是这样的，就是3号和8号一定是队友，就是3号他一出来就直接给8号一个好人嘛，然后他再配合他破一服，他们这个配合说实话有点好高啊，这是出现，但是现在我们局上面的有点天衣无缝了，今晚肯定要出妈妈洞，不用多说，真的要出塔出8号，过了过了过了好，发言结束，开始投票3。
  二一。
  4号玩家淘汰他有完犊子，我看一下淘汰的人里面，八少北是女巫，茄哥是被狼人冤出去的，嗯，那走的都是好人啊。完了，天黑请闭眼，狼人请睁眼，今天晚上你们要杀谁？狼人请闭眼，预言家请睁眼，你要验谁的身份？
  预言家请闭眼，猎人请睁眼，天亮了，昨天晚上8号玩家淘汰没有遗言，哇，那完了，那又太没了，哎呀，完了完了完了，我输了吧，完了呀，从1号玩家开始发言，真预言家死了，那我们了，让我们几个盘个回去盘吧，我们几个盘，我姐完蛋了，完了完蛋了，我我也可能想到那个就是刚刚投票的时候啊，大家都投4，但是6道没有投，你们这是没的，会不会投4的里面有狼，你因为意识到他们也有，可也是的，也有可能充满好难好乱，嗯，我味道发言完毕，2号玩家发言，我觉得猎人现在应该还在场上吧。
  因为女巫没有用毒药，那猎人她如果死了，他应该是可以开出那一枪的，在场的有没有猎人可以跳一下？
  牌没有不能对话，那有的话那可以就是排掉一个坑嘛，本来我是觉得周姐是狼的，但是看了一下上把的情况，我又觉得你像是挡刀的，我觉得6比较可疑，我就是一个渔民挡刀的呀，他应该验到人了，不然他刚刚走的时候那个遗憾的表情，那悔恨的样子，那种不舍，确实就是场上应该还是有人有身份的，就到你了呗，你要是没有你没有身份，你不跳，那我们只能跳他了，因为他是唯一一个投票，不是投4的，对吧，当年了，其实我那个票选是故意不投的，为什么对，因为我就是卖一个破绽，就看拿两个人投我，然后我就感觉就应该剩下来的就是狼人，要妥妥，我觉得没什么问题，我觉得应该是周杰和那个金晓鹏，然后可能非常可，但我说周杰，因为辛晓萌他是找票的嘛，发言结束，开始投票，三二。
  13号玩家投牌好人获胜，你们俩都这么早就投了，我跟你讲，我当时不要哭的我。
",2024/10/1 11:57,Zilu🌃,Zilu🌃,wxid_1yxp5vgyvqy711
603231,1,49,33,1,1727766691,,,2024/10/1 15:11,Zilu🌃,Zilu🌃,wxid_1yxp5vgyvqy711
